title,link
"""감독님도 총력전, 다른 팀들과 상황 달라"" 주전급 이탈→시범경기 무패...같은 '봄데'인데, 왜 무시할 수 없나 [오!쎈 부산] - mt.co.kr",https://news.google.com/rss/articles/CBMiakFVX3lxTE9qZDZqaTlhV1FjYUxqbUlfMENzbVVZTTFwQUQyWW1RTGlMNTJWcnZRZ05GRTd0cVZSb1JrcW02X0E4RDdlQjE4VW5IS2ZtVGVSa3V0WW4tYkQyMmpFYTZpZlFLWlhVb1QzTGc?oc=5
"프로야구 롯데, 키움 대파하고 시범경기 4연승 '신바람' - 네이트",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9Jbkk3Zk5MaWxGNDJ3T0g2blNFcVk5LUtKZEgyemYyVmtVWXVQR3ZMemNTZ2psNGYtZmVycTE4bjgzQnd1d3U2RXpMYkxwZzM3NVBJckhCdjdJUEtR?oc=5
"‘부산 출마설’ 한동훈, 최동원 유니폼 입고 사직 깜짝 방문 - 조선일보",https://news.google.com/rss/articles/CBMikAFBVV95cUxNQWF3aWh5Z3VtRmV4WHVKNjBWS04tWTZidERadHk5Si0zdmpQS3pQM09QNU1tZTAxNms1SjZrMnc2MER2OElHS3hrOXJWYmZqWnVhaTNsejF3Y3J3YllRV3JGRVg5dWhhZWJZaEtod3g4MkVoVUFaRzRjMjVUTUM5T3cydFZvSDNqSUxmTTZtMHDSAaQBQVVfeXFMTTN1cDlJMlNOUldwcXllUVIwRmpKNWdPVk5fZ2cwMV9XbkN3TUVIcHdRRnVRSGZSdm1wMGhMOXZiMEJiMUQ4OFFvRmRQZXpYQ0dzanBkVE9NT2FIV3ZjbnVaVS1OOEw0cWUyWl9LQ1JTS04zbWZVN1kxUlg5bVNZZXcxRFFYSnI1OVpLRHdnN3hUVlJ5LTl3dW9VUVBXa0EtcDJkQ1Y?oc=5
"한태양 동점포 → 손호영 결승포! 롯데, LG 잡고 시범경기 무패행진…로드리게스, 사직 첫만남 어땠나 [부산리뷰] - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxNdEJDZjFxOXpBLVctb3R0UzZybk5qaXJ2cHVKaXBUeTlkdWdhUHdIYTBXVzJTaFREaXlEY1N4dHpvdDNWUW1kVzhVaVlJSlo2NFRDdlVnYVVfUUJFUFZxNzVpNlZCRnVKX3k0Zm5KQ0cxN0Y2b2R2TDgzYXY3TGllQVZTMNIBlwFBVV95cUxOV1E3Qi0xMUhUdHBSWVBfbG1WZjhGaUx5SmpUeFkzYWhpSXpSSkEtZnRMSEFTeXBjOGRBMEhpeGgxYm5YcExpQVlIbFV3LXJ6QjM1SnZleG9hUTZaSFBxYjl3MHhBN3dOeUtqTVZwVjA2TVA5M2czWUxBVDlJWUJreUVMckx1MXNjMHZqdXlrcXAzOUpHVjYw?oc=5
개막까지 2주 밖에 안 남았는데…롯데 68홀드 필승조-마무리는 언제쯤 돌아오나? - v.daum.net,https://news.google.com/rss/articles/CBMiRkFVX3lxTE42N29yd3JnNU1Hdkk1bmNsVC0wS0djVTFpOWZHVFVzclA4Tjd3S0FCckxoLU1RX1Fxd2ZmcDBMVzJOUDRVZ1E?oc=5
"'18-0' 한화 완파한 타선을 이렇게 간단히? KKKK 퍼펙트 피칭, 롯데 157km 에이스 예사롭지 않다 - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5BQzRPRE5WODVxejRBaWROak8xek82LTZTa1hNcy1mdVVZM1RPR0E4ck55aHhSR2pTX2xYWThPUk5IZmt6WHhfRFhIVEcxbDQ?oc=5
"'사직에 진짜 태양 떴다!'...롯데 한태양, 디펜딩 챔피언 LG 임찬규 상대 130m 대형포 폭발 [부산 현장] - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxPN25WRzJPMFBILW8xRmpsVzlENVpabUktWEVmX1QzQmVfejZoOUZCNGtFNlNBOF9yRF9mMGUtejdrcXFXaEdtTkE2Nl96TVRub3R3Z0V2R2MzZ3Y4YVZKVmNRbVJWb1dYd3NZZndkbnEzNU9BeFlhaWdyYWNhOFg2S19EONIBlwFBVV95cUxPT2t2M3g0UGRoeDNpY19UNTQ1anY3VTF2SVBwYU1RSVlwZC1heFdtbDFkRFhtbGZINEJhajV4MnpjamVlNlpITmZCMFlGcUNjX2RDSkxTOXZFWHFnc09OdG1BcnM1TFI1SEpveDVLeTRtZXVqc2NqMnZIMjVsakctT2lpb1p3RW5HUDBNSXN3MzdNbmNvR2dF?oc=5
"“안타 17개 폭발” 롯데, 키움 제압하고 시범경기 선두 질주 - 톱스타뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE8xNnBJTFZ3V3p1SVBoNjhRWUZzNlRTR214cEEwMGdQQlNCRnpFUGpPT0FxVXJCZDlXVTQ5ZHkwSnk3T3Vwb2YxNkIwZ1NZZzFuaXRTNE9Ea19RNEVFYjlRZ3V6LU1BUHJuVmoyUThiYng5QQ?oc=5
"'이럴수가' 바람 잘 날이 없다, 롯데 날벼락…'옆구리 부상' 한동희, 2년전 악몽이 또 현실 됐다 - v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTFB6VWNtd2xSMnBxWXpNX1BwU3pGWnh3WUpnM1J4QTJrVUpLMUI1ZnlYTTh2SlkzUzZwaTAzU2JBWGRtQnEyR1E?oc=5
"이게 롯데 50-40억 FA들이 처한 현실이다 ""제대로 경기 나오면, 그때 판단""…반전 만들 수 있나 - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5tUFgyRTRWN2doN1dIeW5zMml0YS1heTc5Z1h1Yk44QnZGTUpEeWFYMUtOWUpnemVQajR4WWFCcnVhc0VhaFlPNU5sSmVVVUU?oc=5
