date,title,link
2026-03-05,"대충격, 말도 많고 탈도 많았던 롯데의 캠프가 막 내렸다...무조건 실력으로 증명하라 - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxOTkhmTUZ6bDdJazMyaGtsdzE3RTQ4TUtpYURwTDFMS09TYWR1bzg4QkhJRnRLTFFXY09FVE5OVUVuV09MOS1fcmhkYkhfWnduZ2NseDRvVnhJMkpMaGMtYTg1Ym02eW9ZdndlTzVsNEVtWkdEbkI0SnpoN2FlNWhEN3luc9IBlwFBVV95cUxQOWpxNGQ1SGtPQ2NCT1E3N01rLTU2ZDR6SXFpbzlMbkVwSFdIOXdIa0ZJei1BQlBSVzh5RHJxUmFtNWpMTXpVQVdTNS16T3pNMkpobnZxa2k0aDUzeVRYMENIRm1OdndvMWg4aFU0XzFUVm9peXMtaUlGUjhKQ1ZyLVNqR2dHakpUWE9ScjQ2bE1vZDRfb2lF?oc=5
2026-03-05,"나는 자만했다! '강원도 야구천재 → 롯데 전체 1번'의 통렬한 자기반성 → ""가운데만 넣으면 내 공 아무도 못 친다고 생각했어"" - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxNX0pIdUhLSXNRTXJhcVhmc0Z1aDZUV09uRXFmRlVmRFh2cUVzczlGREpKckhTMDFmczl5TXkycXREWWFwaG5XTUNWcGZFV2xEQTZtZlo0Rjl1WVlPX2RpX0RYcndFOHZfa2VSXzU3bG5MaW9PTkhpQVQtNTJZNW5kR0lwVdIBlwFBVV95cUxOX2tJc2lmT0pLT295VkhaeTUxQWxnRUdKcVB2Z0JZUDJTU2NGZ1Y3YzlTYmhhcV9iOGlSM1V2OWRIVlg0M1VuODBWNVZQWjR4Y3VnM0VwZzdIOU5ZZUhhYW5IRXRIb1VQTmZxRzRaR3VzTk04eXhobUxQZ0E2SVVZTm5teFlQXzRVMnp1blRlYmY2RXA2TXdn?oc=5
2026-02-22,"롯데 충격의 원정 도박 사태, ‘레전드’ 조성환도 일침 날렸다 “변명의 여지없어, 분명 큰 잘못…전준우와 통화도 했다“ - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxObGxxMG1oY1NYTDBPTmpkR012N01uSGNRZFp0VnNJQW5UdG55b0pNY0d5UE9zcnJpaXRqWWk5VjE4cXlJYVlhU2JfNjgwSlI0bVlVTlAyeFhEaWVMWV91SEtHSVJFcDBaOWRKd3BuNXZ3dTZvbzdjU1M1VUptLWs1eHdfVdIBlwFBVV95cUxOWUJ5ZGY5YjZEZWdGUEcyZnFoSGppNTJfcEx4eEJSd3lmMnJNbi1jcHVuWENjU0RWTmRtcXUzbEFIYmJIUnp2MUhfRWdNVUxLaWR0ZTNld1BycGdkM0xoMzhabW5pSnpGSVgtMWhfSlBMZllMUUU2bWhiclBpZWNfUWRwZFZsUV81VUtka25weVlrSUw4M0E0?oc=5
2026-03-09,"롯데가 느꼈던 그 쾌감, 이 팀도 공유할 수 있나… 역사적 퓨처스 타자, 리그에 폭풍 몰고 올까 - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxeFNlNFVzNjEtY3NYNk00RGs2b1plREk3Z0RrY0Q2dWU4RFpHeE85OG1yMGNiNEJzVzhpNkVCdURGelF1Y20yYVBPSnMxZkU?oc=5
2026-02-23,"롯데 팬들이 반했다, 또 한 번 속아보나… 일본 팀 1이닝 순삭, ‘애증의 유망주’ 올해는 터지나 - v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE4wT1dZMTZBNm5PTFhzOHdpVk9xc1VrLVlXNkNINkpRYW5Obk1zZTFfZXB3cmM0Z1N0WWFkTlJfbG1QQ2lQQXc?oc=5
2026-02-13,‘불법 도박’ CCTV에 딱 걸렸다···롯데 자이언츠 “나승엽 등 4명 즉각 귀국 조치” - 경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9rV0VwelR5RDVBV3hRNC12VnRRakFvN0psVFlwNi1xWU5vMC1aS2dmOHR5bjdBbHl4VDFSWXgtenpyN2ZBdmZRLUpmZ2k0ZGxnNk04VkVQX3pZUdIBX0FVX3lxTE14Qm1ySEhvclBXQUo3NUlJZlRpZmZxeENURlNoTTVlUGYtOU01dnVqSTNURVBfYktEQWVRUF9WSVVnazI5VHJadmVpNVI0NURuOUdidjdfbm1Fc3I0UGdj?oc=5
2026-02-20,"부산을 너무 사랑했던 롯데 최고 유격수, 34세에 은퇴라니…마이너 감독으로 지도자 시작 - v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE1iM2V3MUxFanlXaUgxSHU5SVYzS2J1NXJZUURQaHVrMGdVLWZ4Z2p2WUNNUTVXWGtlNHVaY3gtQWxwa25hN0E?oc=5
2026-03-04,롯데 경기 예매 올 시즌엔 ‘2~3주 전’부터 하세요 - v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1reHhUSmZpUEdxLVZYVERUVXdMNE1Vcml3SmZsZ3NtQ1NFeE9OMm5qb2VHc1UyRE8zV19OV0M5d2tONDY5LThrS1hpNkZ0Qk0?oc=5
2026-02-20,"정수근은 롯데에 임의탈퇴+퇴출 당하고 은퇴했다…나고김김 그 정도는 아니겠지만, 초강력 징계 ‘불가피’ - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBybWQ1Y2dGWk1fblBHY0NLbW1MTzdEUDN6cHZEeVQ3bWx6M3BxNThfcnQ1OE5vWVE0R3hWcjRGTTdEbjdlNzg4SnBaRUw5amM?oc=5
2026-02-23,"롯데 김동혁 방출 위기라고? 전화기 받은 배경, 철저한 수사 필요하지만…주전 or 비주전 논리 ‘어불성설’ - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1HOGkxR1RweVJsaDFnYnRYV3hIeVRCRVJPbkRtejFVUlk4OXViYXJsSzRzS0xFTVF0VDZiVmtIUTNwZTNkckhoRGRQZ2stTVE?oc=5
2025-12-29,'대충격' 은퇴→'역사적' 20억원…롯데 낭만 '마지막 1인'은? - 조선일보,https://news.google.com/rss/articles/CBMigwFBVV95cUxPVTNWNV9IVkdBOUpfVUQ4YnRlcnNXX08yTmRkOVNJUm05UVlmMkJ1LWYzVjVCZkRGVFQzdFpzUmIxaWdDdTRQM0lGNC1Ba3VpYnJMN3Z4dEZKTVpzWEJORVktcDFEU1JKdTVLeWc5U2dfWWFoTGFqOTdrYXpKVjloUTVqY9IBlwFBVV95cUxOeWtfcHIzUS1ndFhpaU9zLXFyTW5CS2tVSHJVRDFmYm1CRkhYMEE2MkVtNUM2WlZQYy1HdHBnYmxrVXgxb3dlVzU2dGM5aVRmNVpvRFU2NTg1ejlYcUJTTlVsejVrOENCU2IzaF9tQUdScTlLdlpVS2YxYm84dk54UXJtQ25UWVVwa1pxNm5xaTYxeXBvcEZN?oc=5
2026-02-14,"롯데 자이언츠 선수 4명 대만서 도박장 방문 … 구단, 징계 절차 착수 - 부산일보",https://news.google.com/rss/articles/CBMieEFVX3lxTFBlWEJPNzYyem80d0t0VG10bHA1VnhXTF9tSjVMdXQ4bnc4SnJTcXo2S2xtSHl4eHg2bHFxOFJ4TC10STg2djNRWjNQRmJOSnE0eUJ4aENRTHFIcXhLel9GNE5kTE9OVVpxOXVxWDZTSE5LTG5OdVJfRg?oc=5
2026-03-03,"일본 야구 입힌 롯데, 우승 대업 이룰까? - knn.co.kr",https://news.google.com/rss/articles/CBMiVEFVX3lxTE0xWWl1eFN0Rzg5dTRqYVdPQzN4VWVzWDF5YTFQVlNLaVlIZU95SzR2cFJQUGpUbjl1UHYxeHFwblVKdHRtcmFfWGlUeDFUenFTbXFDZA?oc=5
2026-02-23,"KBO, 도박장 출입 롯데 4인방에 30∼50경기 출전정지 중징계 - 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5RRzM5MVNSWkpsWkhCMC0zVXRvZ1BKdWgzNU1KZjhDZXlFQnp0VXNVekYxSVd5M2dtSWJzNjRILUtMSjFXa2VQQy1mVW9jYk1TR0JYZ1B1X0IwVFXSAWBBVV95cUxNOTlfbmg5Q09aR003Q1FjbE5aQ3AzVzhIa2pkNWFWR2pBTlg3V1ZWbmthR1VBdHdUdkRiOHhvd2g2QU9Xb1hpdDRTRlFOUWxrRnpKV01QeUhMb3lLMTNKUmk?oc=5
2026-03-08,스캔들 잊게 한 ‘스캠의 희망’… 김태형의 남자 꿈꾸는 롯데 대졸 신인 박정민 - 스포츠경향,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1NWWllOHhPdm1UdS1hcldaRS1aV3g5b0pKTTN4VGNDQnByUHFiak1YUnREaExCNFNmd29wTnZKcmFyRVN5clFESUhLblhpNHBFal9qZkJmcEJLWWJwWWfSAWNBVV95cUxQRWNWZDV2YURCZjlVWVRTUk5tM2hpSWp2cjdLdUhZMEdwWm93QVZwWkNBcFBXVUhHTDJFaFdsQ1hBTVZEWDE0MFFBbXlGS2hIcG1fcURGdTEtZmlpTFl6UzZvU1E?oc=5
2026-02-19,"부산경찰청, ‘도박 혐의’ 롯데 자이언츠 선수들 고발장 접수 - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE51OHV3bDQ5RHRRcUlpQzFhNVVJa2Eyc2pELWhzLWNFX3MzQldsTU9zNE83OXptLS13a1cxVFpuREMtc0FyVDZLcE4tZTV3Y28?oc=5
2026-03-05,레이예스 1번·김진욱 5선발…단단해진 롯데 투타 일낸다 - 국제신문,https://news.google.com/rss/articles/CBMijgFBVV95cUxOejZaN1cyMExVb3VHRnVfUmN0MHAzNDUwRHFoYUNHZUdpaDZ1VGNTNFhQTzlYV1hqRFdHR005ZGNYZXV0eG9BWU9LU1VEZXNHeGZQTERuZEZBTTB6TVI0dDlRWm0wQWwyRVdQVU90TkVyZnlqazhOSlE1U21ERFNIQmN5aU9UV0dMVGxWQ3Z3?oc=5
2026-03-04,"'사고뭉치 4인방' 이탈도 있었지만…흡족한 명장 ""선수들 준비 잘해, 결과 보여줄 차례"" - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE52U2VoSXNmTFNQQ3k5WUlEVmxsS3ozOGJOZVZIM2VfQ1BzSDRJaUxDdE15RGtOWEVWYVRvVFpobk9VRXlxZkZXU0I5MjNWdU0?oc=5
2026-02-20,"'대만 도박 논란' 롯데자이언츠 선수 4명, 경찰 수사 - v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE80M3YtbzdCUTRYVGQzUVNpUTFHQUxYc3JCdktSQW44Z1BIWWlOTmViYmJ0emZHR2x4b2JfQ0EyaG5JdDhoVFE?oc=5
2026-02-27,"'이럴 수가' 롯데 원정도박 4인방 추가 징계 없다...대표이사-단장만 중징계 철퇴 ""선수 일탈이지만, 구단도 책임 통감"" [공식발표] - 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxPZ1g5N2I2eksxWklWd2lCNlRIQUVPRUJmRHo3SWU4WTI2M0ItczFzMlVEUWh6TFgweHNmN2pWTERFc3BBcGE2V1F5djFwLXhRQUJiLUxEZmtxNVA0bExQRE1oOUJGYWt3QWVkV0hPYlI5U3ZGQVZqY0VGclphM3A2UG1BQdIBlwFBVV95cUxPUU45UjMzVHlDOVk0aERqR0RscHZ0VGxBcjl1dlRxczg1MHNBYTNNWGZNaGcybEtjY09QMDAyVnlCZDJHUU1xUzNfZUd0WktLMWJKTmJRY3AxRGg1Sld0OGh6RjhPME9QMVhKUWxyaE83VWNkd2hMWnlNOXU2TDVrZV9McldFbzE3dzlIekpIOUlIUVBqaV9F?oc=5
2026-03-05,부산은행 가을야구 예·적금 20년째…우대이율 더 높인다 - 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE85b2xRcml6YS1LWjk1bFBWdnNKRUlDdWNSUXRORUxVOE9DWUVWTlZoTUpJNHpISXpmekEzbUxaRTctNTVjNGJGQkVLcWtBZ1F0a0w4REY3blNobFXSAWBBVV95cUxQRHNYZWplWkRnYURGM2JTTXpDamdKMDlhdHVpU0pHR0wtQ0NrYTFDOHJTY251YU5YSWlfeWlYTDEwdFdkSTlHTVROVXZTYmNkdXQybXpOYXlBZzNNUmdrUV8?oc=5
2026-02-23,김동혁이 진짜 ‘나고김’보다 처벌수위 높을까…롯데 전반기 OUT 선언? 변수는 역시 ‘전화기 인증샷’ - v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5mbmoxSkpMc3lNS1VxTkVMaHU0MXp5WDVCSHI5RVE0b1RxMTFRaUV6UTFmZGJkbHhIamhNSXdGYWh3VkZIYzIzUUhkaGNvc0U?oc=5
